epoch,step,train-loss,train_BinaryAccuracy,train_BinaryF1Score,train_BinaryPrecision,train_BinaryRecall,val-loss,val_BinaryAccuracy,val_BinaryF1Score,val_BinaryPrecision,val_BinaryRecall
0,49,0.6100733876228333,0.8333333134651184,0.6666666865348816,1.0,0.5,,,,,
0,99,0.12289582937955856,1.0,1.0,1.0,1.0,,,,,
0,99,,,,,,0.3874044716358185,0.8134999871253967,0.7686286568641663,-4.510765741031926e+28,0.7006559371948242
0,149,0.36246970295906067,0.75,0.4000000059604645,1.0,0.25,,,,,
0,199,0.3604468107223511,0.8333333134651184,0.800000011920929,1.0,0.6666666865348816,,,,,
0,199,,,,,,0.2821853756904602,0.871999979019165,0.84699547290802,0.9239832162857056,0.8061923384666443
0,249,0.5481206774711609,0.5833333134651184,0.4444444477558136,0.6666666865348816,0.3333333432674408,,,,,
0,299,0.33256420493125916,0.8333333134651184,0.8333333134651184,1.0,0.7142857313156128,,,,,
0,299,,,,,,0.2215268462896347,0.9014999866485596,0.8893409371376038,0.932616651058197,0.8675754070281982
0,349,0.01982416771352291,1.0,1.0,1.0,1.0,,,,,
0,399,0.13790059089660645,1.0,1.0,1.0,1.0,,,,,
0,399,,,,,,0.22840267419815063,0.9004999995231628,0.8818139433860779,0.9684046506881714,0.8290848135948181
0,449,0.057208240032196045,1.0,1.0,1.0,1.0,,,,,
0,499,0.33694759011268616,0.9166666865348816,0.9411764740943909,1.0,0.8888888955116272,,,,,
0,499,,,,,,0.17522095143795013,0.9279999732971191,0.9183276891708374,0.9552117586135864,0.8991759419441223
0,549,0.40253034234046936,0.8333333134651184,0.75,0.75,0.75,,,,,
0,599,0.1601351946592331,0.9166666865348816,0.9230769276618958,1.0,0.8571428656578064,,,,,
0,599,,,,,,0.16400696337223053,0.9334999918937683,0.9295759201049805,0.9254419803619385,0.9446808099746704
0,649,0.40962958335876465,0.8333333134651184,0.8333333134651184,1.0,0.7142857313156128,,,,,
1,699,0.07265447080135345,1.0,1.0,1.0,1.0,,,,,
1,699,,,,,,0.2637924551963806,0.8924999833106995,0.8960875868797302,0.836423933506012,0.9831048250198364
1,749,0.2825300395488739,0.8333333134651184,0.8333333134651184,1.0,0.7142857313156128,,,,,
1,799,0.17431803047657013,0.9166666865348816,0.9230769276618958,1.0,0.8571428656578064,,,,,
1,799,,,,,,0.2142370641231537,0.9179999828338623,0.902873694896698,0.9776927828788757,0.8543517589569092
1,849,0.2986432909965515,0.8333333134651184,0.75,0.75,0.75,,,,,
1,899,0.12416086345911026,1.0,1.0,1.0,1.0,,,,,
1,899,,,,,,0.14942419528961182,0.9390000104904175,0.9369160532951355,0.925223171710968,0.9590309858322144
1,949,0.00902057345956564,1.0,1.0,1.0,1.0,,,,,
1,999,0.02328060008585453,1.0,1.0,1.0,1.0,,,,,
1,999,,,,,,0.145297572016716,0.940500020980835,0.9371618628501892,0.9412570595741272,0.9435333609580994
1,1049,0.4053304195404053,0.9166666865348816,0.9090909361839294,0.8333333134651184,1.0,,,,,
1,1099,0.15584421157836914,0.9166666865348816,0.8888888955116272,1.0,0.800000011920929,,,,,
1,1099,,,,,,0.14293421804904938,0.9449999928474426,0.9382656812667847,0.9675759077072144,0.9207139611244202
1,1149,0.011908721178770065,1.0,1.0,1.0,1.0,,,,,
1,1199,0.3152047097682953,0.9166666865348816,0.9230769276618958,1.0,0.8571428656578064,,,,,
1,1199,,,,,,0.1864016354084015,0.9325000047683716,0.9213472604751587,0.9842928647994995,0.8796111941337585
